Case_ID,Arrival_Time,Completion_Time,Duration_Minutes,Complexity,Team,Assigned_Staff,SLA_Limit_Minutes,SLA_Breached
CASE-11677,2025-12-06 02:46:41.126990,2025-12-06 03:34:04.894601,47.4,Simple,Intake_Team,Staff_12,60,0
CASE-11344,2025-12-06 03:33:29.558933,2025-12-06 03:54:18.134114,20.81,Simple,Audit_Section,Staff_8,60,0
CASE-10882,2025-12-06 04:22:26.510981,2025-12-06 05:32:55.263271,70.48,Medium,Review_Team,Staff_3,180,0
CASE-10046,2025-12-06 04:45:38.187870,2025-12-06 05:15:51.250660,30.22,Simple,Intake_Team,Staff_8,60,0
CASE-10887,2025-12-06 05:02:02.180574,2025-12-06 14:21:47.012901,559.75,Critical,Approval_Board,Staff_17,1440,0
CASE-10366,2025-12-06 05:45:04.715917,2025-12-06 06:03:57.309878,18.88,Simple,Review_Team,Staff_9,60,0
CASE-10974,2025-12-06 05:45:20.103154,2025-12-06 06:33:12.417766,47.87,Simple,Review_Team,Staff_10,60,0
CASE-10769,2025-12-06 06:06:54.102714,2025-12-06 06:46:55.624919,40.03,Medium,Review_Team,Staff_5,180,0
CASE-11413,2025-12-06 07:17:41.806410,2025-12-06 08:29:28.229910,71.77,Medium,Intake_Team,Staff_10,180,0
CASE-10492,2025-12-06 07:46:53.176453,2025-12-06 12:58:52.732449,311.99,Critical,Approval_Board,Staff_12,1440,0
CASE-11162,2025-12-06 07:52:09.241105,2025-12-06 08:10:57.818301,18.81,Simple,Review_Team,Staff_17,60,0
CASE-10168,2025-12-06 07:58:11.513796,2025-12-06 13:57:33.629911,359.37,Complex,Approval_Board,Staff_13,480,0
CASE-11440,2025-12-06 08:31:29.867685,2025-12-06 09:10:57.889195,39.47,Simple,Review_Team,Staff_20,60,0
CASE-11762,2025-12-06 09:04:47.927875,2025-12-06 09:24:21.630465,19.56,Simple,Audit_Section,Staff_19,60,0
CASE-11202,2025-12-06 09:10:11.123128,2025-12-06 09:57:03.133369,46.87,Medium,Approval_Board,Staff_15,180,0
CASE-10120,2025-12-06 09:20:08.934729,2025-12-06 11:15:12.996994,115.07,Medium,Audit_Section,Staff_9,180,0
CASE-11824,2025-12-06 09:25:54.155628,2025-12-06 10:55:14.716485,89.34,Medium,Audit_Section,Staff_22,180,0
CASE-11304,2025-12-06 09:31:52.222305,2025-12-06 09:50:50.107520,18.96,Simple,Review_Team,Staff_7,60,0
CASE-11257,2025-12-06 09:52:00.881126,2025-12-06 10:38:46.802299,46.77,Simple,Audit_Section,Staff_21,60,0
CASE-10326,2025-12-06 10:19:26.794012,2025-12-06 11:55:26.328989,95.99,Medium,Audit_Section,Staff_8,180,0
CASE-11662,2025-12-06 10:51:01.212262,2025-12-06 11:17:07.801501,26.11,Simple,Audit_Section,Staff_11,60,0
CASE-10298,2025-12-06 11:09:27.726048,2025-12-06 12:04:27.154800,54.99,Simple,Approval_Board,Staff_11,60,0
CASE-11088,2025-12-06 11:28:57.514966,2025-12-06 12:59:54.736627,90.95,Medium,Approval_Board,Staff_10,180,0
CASE-11426,2025-12-06 11:55:17.084187,2025-12-06 12:44:43.078577,49.43,Simple,Intake_Team,Staff_4,60,0
CASE-10181,2025-12-06 12:15:57.285180,2025-12-06 15:03:58.736731,168.02,Complex,Intake_Team,Staff_1,480,0
CASE-11109,2025-12-06 12:16:57.903094,2025-12-06 12:56:50.348360,39.87,Simple,Review_Team,Staff_6,60,0
CASE-11454,2025-12-06 12:29:35.448228,2025-12-06 13:39:20.603823,69.75,Medium,Approval_Board,Staff_19,180,0
CASE-10270,2025-12-06 12:30:49.848122,2025-12-06 16:42:06.388166,251.28,Complex,Approval_Board,Staff_4,480,0
CASE-10570,2025-12-06 12:44:09.381665,2025-12-06 15:07:08.912388,142.99,Complex,Audit_Section,Staff_11,480,0
CASE-10843,2025-12-06 14:00:58.233955,2025-12-06 14:44:53.992681,43.93,Medium,Approval_Board,Staff_12,180,0
CASE-11256,2025-12-06 14:16:48.295496,2025-12-06 17:37:03.084275,200.25,Complex,Intake_Team,Staff_9,480,0
CASE-11765,2025-12-06 14:45:41.220469,2025-12-06 16:24:20.780861,98.66,Medium,Audit_Section,Staff_21,180,0
CASE-11773,2025-12-06 15:13:34.476796,2025-12-06 19:13:36.934004,240.04,Complex,Approval_Board,Staff_13,480,0
CASE-10606,2025-12-06 15:16:46.882511,2025-12-06 17:15:44.724457,118.96,Medium,Review_Team,Staff_24,180,0
CASE-11721,2025-12-06 15:33:13.566940,2025-12-06 20:39:56.216984,306.71,Complex,Review_Team,Staff_17,480,0
CASE-11940,2025-12-06 15:40:28.249742,2025-12-06 17:57:40.871422,137.21,Complex,Audit_Section,Staff_1,480,0
CASE-10006,2025-12-06 16:36:36.421848,2025-12-06 17:47:12.636833,70.6,Medium,Review_Team,Staff_19,180,0
CASE-10069,2025-12-06 17:03:08.173908,2025-12-06 17:54:27.188908,51.32,Simple,Approval_Board,Staff_5,60,0
CASE-11542,2025-12-06 17:44:09.823938,2025-12-06 18:19:30.565289,35.35,Simple,Audit_Section,Staff_16,60,0
CASE-10098,2025-12-06 17:47:00.481888,2025-12-06 20:36:27.135688,169.44,Complex,Intake_Team,Staff_25,480,0
CASE-10726,2025-12-06 19:14:04.848252,2025-12-06 20:57:58.174176,103.89,Medium,Intake_Team,Staff_10,180,0
CASE-11878,2025-12-06 19:20:20.029058,2025-12-06 21:28:16.890241,127.95,Complex,Audit_Section,Staff_23,480,0
CASE-10756,2025-12-06 19:52:10.795300,2025-12-06 21:45:54.360107,113.73,Complex,Approval_Board,Staff_25,480,0
CASE-10113,2025-12-06 20:35:03.348194,2025-12-06 21:09:34.795264,34.52,Simple,Intake_Team,Staff_22,60,0
CASE-11167,2025-12-06 20:41:48.170076,2025-12-06 21:02:07.586359,20.32,Simple,Intake_Team,Staff_22,60,0
CASE-11788,2025-12-06 20:48:11.603644,2025-12-06 21:14:38.906011,26.46,Simple,Intake_Team,Staff_2,60,0
CASE-11817,2025-12-06 21:00:33.585197,2025-12-07 04:15:17.323873,434.73,Critical,Review_Team,Staff_12,1440,0
CASE-10432,2025-12-06 21:19:06.679867,2025-12-07 01:46:42.797404,267.6,Complex,Audit_Section,Staff_8,480,0
CASE-10191,2025-12-06 21:47:20.553086,2025-12-07 00:53:41.570164,186.35,Complex,Audit_Section,Staff_8,480,0
CASE-11531,2025-12-06 22:02:30.950868,2025-12-06 22:39:55.761345,37.41,Simple,Audit_Section,Staff_10,60,0
CASE-11321,2025-12-06 22:07:39.090443,2025-12-07 00:23:20.319774,135.69,Complex,Intake_Team,Staff_17,480,0
CASE-11962,2025-12-06 23:53:55.282610,2025-12-07 00:23:33.762845,29.64,Simple,Approval_Board,Staff_7,60,0
CASE-11596,2025-12-07 00:16:45.185281,2025-12-07 00:42:22.380592,25.62,Simple,Audit_Section,Staff_8,60,0
CASE-11400,2025-12-07 00:24:27.862465,2025-12-07 00:44:42.463449,20.24,Simple,Approval_Board,Staff_12,60,0
CASE-11129,2025-12-07 01:19:41.578320,2025-12-07 02:10:26.667570,50.75,Medium,Approval_Board,Staff_6,180,0
CASE-11345,2025-12-07 01:28:37.337119,2025-12-07 03:14:17.375389,105.67,Medium,Intake_Team,Staff_2,180,0
CASE-11597,2025-12-07 01:32:13.554711,2025-12-07 05:15:31.738307,223.3,Complex,Audit_Section,Staff_21,480,0
CASE-10092,2025-12-07 01:56:51.122268,2025-12-07 02:20:33.389145,23.7,Simple,Audit_Section,Staff_19,60,0
CASE-10287,2025-12-07 02:58:21.875334,2025-12-07 07:27:57.818268,269.6,Complex,Audit_Section,Staff_25,480,0
CASE-11813,2025-12-07 03:13:47.231602,2025-12-07 04:34:20.518365,80.55,Medium,Approval_Board,Staff_25,180,0
CASE-10714,2025-12-07 03:27:00.842846,2025-12-07 13:25:58.209006,598.96,Critical,Audit_Section,Staff_1,1440,0
CASE-10963,2025-12-07 04:01:24.283017,2025-12-07 04:31:19.049940,29.91,Simple,Review_Team,Staff_13,60,0
CASE-10032,2025-12-07 04:32:09.046735,2025-12-07 08:21:34.556709,229.43,Complex,Approval_Board,Staff_8,480,0
CASE-10604,2025-12-07 04:45:13.086715,2025-12-07 09:21:34.326086,276.35,Complex,Approval_Board,Staff_6,480,0
CASE-11099,2025-12-07 05:02:44.679627,2025-12-07 05:20:59.865047,18.25,Simple,Audit_Section,Staff_18,60,0
CASE-11341,2025-12-07 05:09:07.249317,2025-12-07 06:13:29.582017,64.37,Medium,Audit_Section,Staff_2,180,0
CASE-10192,2025-12-07 06:02:28.471539,2025-12-07 11:39:21.556509,336.88,Complex,Intake_Team,Staff_23,480,0
CASE-11276,2025-12-07 06:06:26.031913,2025-12-07 09:42:36.737410,216.18,Complex,Intake_Team,Staff_14,480,0
CASE-11493,2025-12-07 06:19:38.002619,2025-12-07 07:05:06.127566,45.47,Simple,Review_Team,Staff_11,60,0
CASE-10417,2025-12-07 06:27:28.277652,2025-12-07 14:56:40.430923,509.2,Critical,Intake_Team,Staff_23,1440,0
CASE-11270,2025-12-07 06:57:39.121836,2025-12-07 13:33:27.520232,395.81,Critical,Review_Team,Staff_22,1440,0
CASE-10382,2025-12-07 07:56:26.684482,2025-12-07 08:20:42.425806,24.26,Simple,Audit_Section,Staff_23,60,0
CASE-10034,2025-12-07 08:00:51.102398,2025-12-07 08:38:59.788787,38.14,Simple,Intake_Team,Staff_3,60,0
CASE-10217,2025-12-07 08:25:02.812726,2025-12-07 09:06:23.406790,41.34,Simple,Audit_Section,Staff_15,60,0
CASE-11929,2025-12-07 10:09:29.857222,2025-12-07 15:22:32.836076,313.05,Critical,Intake_Team,Staff_5,1440,0
CASE-11285,2025-12-07 10:11:32.870527,2025-12-07 19:28:18.893066,556.77,Critical,Approval_Board,Staff_5,1440,0
CASE-11263,2025-12-07 11:00:29.256119,2025-12-07 12:09:13.635659,68.74,Medium,Intake_Team,Staff_18,180,0
CASE-10348,2025-12-07 11:01:51.180865,2025-12-07 11:27:18.350605,25.45,Simple,Intake_Team,Staff_5,60,0
CASE-11806,2025-12-07 11:07:32.682256,2025-12-07 13:22:42.641248,135.17,Complex,Review_Team,Staff_2,480,0
CASE-10085,2025-12-07 11:33:02.080847,2025-12-07 11:50:09.362738,17.12,Simple,Approval_Board,Staff_7,60,0
CASE-11737,2025-12-07 11:52:09.084764,2025-12-07 12:22:59.876531,30.85,Simple,Intake_Team,Staff_23,60,0
CASE-10970,2025-12-07 12:48:10.204063,2025-12-07 22:07:22.112060,559.2,Critical,Approval_Board,Staff_11,1440,0
CASE-11318,2025-12-07 13:05:44.132072,2025-12-07 22:44:52.774751,579.14,Critical,Approval_Board,Staff_17,1440,0
CASE-11235,2025-12-07 13:13:09.785769,2025-12-07 13:54:12.217872,41.04,Simple,Review_Team,Staff_8,60,0
CASE-10833,2025-12-07 13:27:18.046432,2025-12-07 15:57:23.114921,150.08,Complex,Approval_Board,Staff_21,480,0
CASE-11042,2025-12-07 13:48:50.210049,2025-12-07 15:23:38.158084,94.8,Medium,Audit_Section,Staff_4,180,0
CASE-11894,2025-12-07 13:54:09.176430,2025-12-07 18:18:41.061084,264.53,Complex,Approval_Board,Staff_21,480,0
CASE-10797,2025-12-07 14:55:56.556336,2025-12-07 19:27:24.111634,271.46,Complex,Intake_Team,Staff_21,480,0
CASE-11688,2025-12-07 15:11:48.844521,2025-12-07 21:26:02.245966,374.22,Critical,Review_Team,Staff_13,1440,0
CASE-10035,2025-12-07 15:33:52.838024,2025-12-07 18:01:37.883251,147.75,Medium,Review_Team,Staff_1,180,0
CASE-10407,2025-12-07 15:35:41.256051,2025-12-07 16:16:32.736836,40.86,Simple,Audit_Section,Staff_25,60,0
CASE-11643,2025-12-07 15:44:44.744734,2025-12-07 19:10:00.361528,205.26,Complex,Approval_Board,Staff_9,480,0
CASE-10418,2025-12-07 15:46:31.960363,2025-12-07 17:56:02.151558,129.5,Complex,Intake_Team,Staff_5,480,0
CASE-11559,2025-12-07 15:53:15.450305,2025-12-07 16:33:47.679833,40.54,Simple,Approval_Board,Staff_16,60,0
CASE-10722,2025-12-07 16:19:42.005953,2025-12-07 17:22:10.224854,62.47,Medium,Intake_Team,Staff_1,180,0
CASE-11209,2025-12-07 16:21:00.525541,2025-12-07 17:13:16.064799,52.26,Medium,Review_Team,Staff_15,180,0
CASE-10812,2025-12-07 17:09:23.072217,2025-12-07 17:24:27.029687,15.07,Simple,Intake_Team,Staff_25,60,0
CASE-10759,2025-12-07 17:54:16.372302,2025-12-07 19:02:55.095097,68.65,Medium,Approval_Board,Staff_9,180,0
CASE-10983,2025-12-07 17:55:23.505288,2025-12-07 18:37:20.988834,41.96,Simple,Approval_Board,Staff_5,60,0
CASE-10018,2025-12-07 18:34:33.880081,2025-12-07 19:58:41.372622,84.12,Medium,Approval_Board,Staff_18,180,0
CASE-10944,2025-12-07 18:47:31.891043,2025-12-07 21:09:40.131081,142.14,Complex,Intake_Team,Staff_5,480,0
CASE-10637,2025-12-07 19:58:02.215195,2025-12-07 22:52:12.205783,174.17,Complex,Approval_Board,Staff_11,480,0
CASE-10136,2025-12-07 20:19:39.898239,2025-12-07 23:25:36.399760,185.94,Complex,Approval_Board,Staff_4,480,0
CASE-11704,2025-12-07 21:02:28.503075,2025-12-08 03:26:02.257680,383.56,Critical,Approval_Board,Staff_24,1440,0
CASE-10689,2025-12-07 21:17:02.343194,2025-12-07 22:05:25.890115,48.39,Simple,Review_Team,Staff_24,60,0
CASE-11613,2025-12-07 21:40:23.831042,2025-12-07 22:57:12.860670,76.82,Medium,Audit_Section,Staff_11,180,0
CASE-11567,2025-12-07 21:49:55.196829,2025-12-07 22:29:52.979455,39.96,Simple,Review_Team,Staff_25,60,0
CASE-11884,2025-12-07 22:16:48.856807,2025-12-07 23:52:41.896670,95.88,Medium,Approval_Board,Staff_4,180,0
CASE-11949,2025-12-07 22:39:14.231441,2025-12-08 01:44:38.181879,185.4,Complex,Review_Team,Staff_18,480,0
CASE-11650,2025-12-07 23:09:29.044724,2025-12-07 23:25:33.952423,16.08,Simple,Review_Team,Staff_16,60,0
CASE-10262,2025-12-07 23:27:39.743365,2025-12-08 00:32:44.300716,65.08,Medium,Approval_Board,Staff_7,180,0
CASE-10629,2025-12-07 23:55:04.799700,2025-12-08 01:49:21.121622,114.27,Complex,Approval_Board,Staff_23,480,0
CASE-10506,2025-12-08 00:21:19.684525,2025-12-08 01:08:51.224516,47.53,Medium,Audit_Section,Staff_18,180,0
CASE-10039,2025-12-08 00:21:43.626712,2025-12-08 00:35:32.204849,13.81,Simple,Intake_Team,Staff_23,60,0
CASE-10281,2025-12-08 00:25:50.872217,2025-12-08 00:50:03.754835,24.21,Simple,Intake_Team,Staff_25,60,0
CASE-11379,2025-12-08 02:20:14.833174,2025-12-08 04:49:28.819547,149.23,Medium,Review_Team,Staff_16,180,0
CASE-10698,2025-12-08 02:27:57.980558,2025-12-08 03:52:17.087491,84.32,Medium,Audit_Section,Staff_16,180,0
CASE-10045,2025-12-08 02:41:23.767524,2025-12-08 03:12:33.784431,31.17,Simple,Review_Team,Staff_5,60,0
CASE-11609,2025-12-08 03:19:34.971212,2025-12-08 03:55:03.159615,35.47,Simple,Audit_Section,Staff_25,60,0
CASE-11468,2025-12-08 03:58:01.249787,2025-12-08 05:31:51.809307,93.84,Medium,Intake_Team,Staff_16,180,0
CASE-11966,2025-12-08 05:17:07.133388,2025-12-08 06:34:12.363262,77.09,Medium,Audit_Section,Staff_17,180,0
CASE-10699,2025-12-08 05:33:23.304845,2025-12-08 05:54:44.955478,21.36,Simple,Audit_Section,Staff_5,60,0
CASE-11729,2025-12-08 06:13:32.930812,2025-12-08 07:06:50.427256,53.29,Simple,Approval_Board,Staff_14,60,0
CASE-10495,2025-12-08 06:39:49.037730,2025-12-08 07:31:13.302579,51.4,Medium,Review_Team,Staff_6,180,0
CASE-11289,2025-12-08 07:17:29.108483,2025-12-08 07:57:05.119336,39.6,Simple,Review_Team,Staff_5,60,0
CASE-11500,2025-12-08 07:28:01.508561,2025-12-08 09:29:20.854085,121.32,Medium,Intake_Team,Staff_23,180,0
CASE-10344,2025-12-08 07:39:52.112554,2025-12-08 08:12:03.337326,32.19,Simple,Intake_Team,Staff_14,60,0
CASE-11201,2025-12-08 08:04:46.566598,2025-12-08 12:02:11.181107,237.41,Complex,Approval_Board,Staff_18,480,0
CASE-10569,2025-12-08 08:13:43.972990,2025-12-08 10:23:34.825111,129.85,Complex,Review_Team,Staff_7,480,0
CASE-10885,2025-12-08 09:25:53.065633,2025-12-08 09:48:37.131003,22.73,Simple,Review_Team,Staff_17,60,0
CASE-10672,2025-12-08 09:49:44.837320,2025-12-08 17:20:21.900552,450.62,Critical,Review_Team,Staff_6,1440,0
CASE-11714,2025-12-08 10:06:46.899653,2025-12-08 10:27:05.727448,20.31,Simple,Audit_Section,Staff_1,60,0
CASE-11342,2025-12-08 10:13:07.812786,2025-12-08 11:08:46.342287,55.64,Medium,Approval_Board,Staff_7,180,0
CASE-11552,2025-12-08 10:13:54.899696,2025-12-08 17:14:51.020033,420.94,Critical,Intake_Team,Staff_4,1440,0
CASE-10830,2025-12-08 10:47:14.624546,2025-12-08 14:46:05.132781,238.84,Complex,Review_Team,Staff_20,480,0
CASE-11818,2025-12-08 11:29:43.165586,2025-12-08 13:01:45.803543,92.04,Medium,Review_Team,Staff_3,180,0
CASE-10743,2025-12-08 11:56:13.181454,2025-12-08 12:29:04.269560,32.85,Simple,Audit_Section,Staff_20,60,0
CASE-11506,2025-12-08 12:11:36.775316,2025-12-08 12:31:13.012906,19.6,Simple,Audit_Section,Staff_19,60,0
CASE-11587,2025-12-08 12:21:55.785633,2025-12-08 18:26:41.732754,364.77,Complex,Intake_Team,Staff_19,480,0
CASE-10540,2025-12-08 12:25:05.732465,2025-12-08 12:57:33.723669,32.47,Simple,Review_Team,Staff_8,60,0
CASE-11783,2025-12-08 12:46:30.914908,2025-12-08 13:22:20.403568,35.82,Simple,Review_Team,Staff_18,60,0
CASE-10340,2025-12-08 12:54:31.398098,2025-12-08 13:19:00.785942,24.49,Simple,Intake_Team,Staff_5,60,0
CASE-11001,2025-12-08 13:20:23.684262,2025-12-08 14:24:46.131278,64.37,Medium,Approval_Board,Staff_19,180,0
CASE-10626,2025-12-08 13:31:19.849196,2025-12-08 17:02:12.477766,210.88,Complex,Audit_Section,Staff_25,480,0
CASE-10734,2025-12-08 13:38:03.317567,2025-12-08 13:52:15.817286,14.21,Simple,Review_Team,Staff_5,60,0
CASE-10111,2025-12-08 13:42:53.050776,2025-12-08 14:15:50.110123,32.95,Simple,Review_Team,Staff_19,60,0
CASE-11009,2025-12-08 13:51:05.068989,2025-12-08 14:52:17.935424,61.21,Medium,Review_Team,Staff_12,180,0
CASE-10010,2025-12-08 14:04:13.986669,2025-12-08 14:46:01.879168,41.8,Simple,Intake_Team,Staff_25,60,0
CASE-11847,2025-12-08 14:50:52.950057,2025-12-08 15:33:49.473317,42.94,Simple,Intake_Team,Staff_20,60,0
CASE-10044,2025-12-08 15:57:11.586930,2025-12-08 16:31:29.941544,34.31,Simple,Intake_Team,Staff_10,60,0
CASE-10763,2025-12-08 15:58:34.616270,2025-12-08 17:03:58.613653,65.4,Medium,Audit_Section,Staff_1,180,0
CASE-11989,2025-12-08 16:32:09.523002,2025-12-08 16:56:40.848303,24.52,Simple,Review_Team,Staff_8,60,0
CASE-10740,2025-12-08 16:35:46.575423,2025-12-08 17:32:16.287796,56.5,Medium,Audit_Section,Staff_22,180,0
CASE-10472,2025-12-08 16:46:11.921498,2025-12-08 17:08:26.085256,22.24,Simple,Approval_Board,Staff_5,60,0
CASE-10374,2025-12-08 17:05:06.497089,2025-12-08 18:38:55.633497,93.82,Medium,Approval_Board,Staff_19,180,0
CASE-11709,2025-12-08 17:45:47.448806,2025-12-08 18:06:14.381278,20.45,Simple,Intake_Team,Staff_1,60,0
CASE-11172,2025-12-08 18:36:04.813785,2025-12-08 21:48:42.526031,192.63,Complex,Audit_Section,Staff_10,480,0
CASE-11071,2025-12-08 18:43:48.720850,2025-12-09 01:14:54.431705,391.1,Critical,Intake_Team,Staff_11,1440,0
CASE-11273,2025-12-08 18:57:11.528347,2025-12-09 02:47:05.325607,469.9,Critical,Approval_Board,Staff_3,1440,0
CASE-10859,2025-12-08 19:06:38.434505,2025-12-08 19:37:02.479846,30.4,Simple,Review_Team,Staff_6,60,0
CASE-11325,2025-12-08 19:17:36.824924,2025-12-08 19:51:20.930493,33.74,Simple,Audit_Section,Staff_16,60,0
CASE-10219,2025-12-08 19:25:57.552884,2025-12-08 21:08:07.768416,102.17,Medium,Audit_Section,Staff_14,180,0
CASE-10869,2025-12-08 19:32:02.737046,2025-12-08 19:58:03.622193,26.01,Simple,Approval_Board,Staff_1,60,0
CASE-10077,2025-12-08 19:49:22.593546,2025-12-08 22:38:46.810120,169.4,Complex,Intake_Team,Staff_13,480,0
CASE-11252,2025-12-08 19:50:03.052776,2025-12-08 23:29:18.592189,219.26,Complex,Approval_Board,Staff_21,480,0
CASE-11678,2025-12-08 20:22:30.320178,2025-12-08 22:39:17.615461,136.79,Complex,Audit_Section,Staff_8,480,0
CASE-11019,2025-12-08 20:40:49.793814,2025-12-08 23:58:35.372209,197.76,Complex,Audit_Section,Staff_5,480,0
CASE-10888,2025-12-08 20:41:43.127189,2025-12-08 21:16:05.317544,34.37,Simple,Intake_Team,Staff_16,60,0
CASE-11498,2025-12-08 21:45:57.037506,2025-12-08 22:14:02.869978,28.1,Simple,Audit_Section,Staff_16,60,0
CASE-10844,2025-12-08 22:25:48.600202,2025-12-08 22:55:20.954068,29.54,Simple,Audit_Section,Staff_12,60,0
CASE-10493,2025-12-08 22:29:17.688192,2025-12-09 02:01:24.707094,212.12,Complex,Audit_Section,Staff_21,480,0
CASE-11230,2025-12-08 23:09:12.770139,2025-12-09 00:30:10.118493,80.96,Medium,Approval_Board,Staff_23,180,0
CASE-10351,2025-12-08 23:23:32.016733,2025-12-09 05:16:42.014155,353.17,Complex,Audit_Section,Staff_1,480,0
CASE-11192,2025-12-09 00:10:52.511982,2025-12-09 01:28:13.345137,77.35,Medium,Intake_Team,Staff_1,180,0
CASE-11407,2025-12-09 00:14:40.058612,2025-12-09 00:34:31.266006,19.85,Simple,Approval_Board,Staff_3,60,0
CASE-10574,2025-12-09 00:38:04.066071,2025-12-09 00:56:34.918638,18.51,Simple,Review_Team,Staff_21,60,0
CASE-10623,2025-12-09 00:44:15.058616,2025-12-09 01:19:38.879487,35.4,Simple,Intake_Team,Staff_25,60,0
CASE-10388,2025-12-09 01:48:25.710012,2025-12-09 05:28:03.992627,219.64,Complex,Audit_Section,Staff_9,480,0
CASE-11508,2025-12-09 01:54:05.424533,2025-12-09 05:30:12.740941,216.12,Complex,Review_Team,Staff_14,480,0
CASE-11153,2025-12-09 02:02:57.353288,2025-12-09 02:20:08.180839,17.18,Simple,Review_Team,Staff_8,60,0
CASE-11450,2025-12-09 03:08:17.550369,2025-12-09 03:24:18.317327,16.01,Simple,Approval_Board,Staff_21,60,0
CASE-10163,2025-12-09 03:16:42.311292,2025-12-09 03:51:27.218728,34.75,Simple,Approval_Board,Staff_25,60,0
CASE-11655,2025-12-09 03:51:19.558530,2025-12-09 04:20:43.109566,29.39,Simple,Intake_Team,Staff_20,60,0
CASE-11947,2025-12-09 04:11:48.953230,2025-12-09 04:49:42.063428,37.89,Simple,Approval_Board,Staff_20,60,0
CASE-11324,2025-12-09 05:16:04.569572,2025-12-09 05:50:54.346406,34.83,Simple,Approval_Board,Staff_20,60,0
CASE-10708,2025-12-09 05:19:51.431693,2025-12-09 05:58:36.720704,38.75,Simple,Review_Team,Staff_11,60,0
CASE-11100,2025-12-09 05:53:24.810741,2025-12-09 06:29:03.089743,35.64,Simple,Audit_Section,Staff_23,60,0
CASE-11716,2025-12-09 06:22:32.835772,2025-12-09 07:47:16.754513,84.73,Medium,Approval_Board,Staff_10,180,0
CASE-10043,2025-12-09 07:13:17.553111,2025-12-09 08:59:14.601385,105.95,Medium,Intake_Team,Staff_23,180,0
CASE-10420,2025-12-09 07:27:38.216297,2025-12-09 07:52:19.794409,24.69,Simple,Review_Team,Staff_5,60,0
CASE-11166,2025-12-09 07:57:14.108004,2025-12-09 08:26:41.938423,29.46,Simple,Approval_Board,Staff_10,60,0
CASE-11734,2025-12-09 08:43:27.229139,2025-12-09 10:23:36.492955,100.15,Complex,Review_Team,Staff_14,480,0
CASE-10171,2025-12-09 09:06:52.497796,2025-12-09 10:48:20.101360,101.46,Medium,Review_Team,Staff_13,180,0
CASE-10999,2025-12-09 09:35:22.203260,2025-12-09 17:28:09.678975,472.79,Critical,Audit_Section,Staff_15,1440,0
CASE-11579,2025-12-09 09:36:58.655228,2025-12-09 14:59:07.977719,322.16,Complex,Approval_Board,Staff_20,480,0
CASE-10245,2025-12-09 09:37:10.539973,2025-12-09 11:31:49.814166,114.65,Medium,Intake_Team,Staff_14,180,0
CASE-10080,2025-12-09 09:40:55.898117,2025-12-09 12:18:58.477748,158.04,Complex,Review_Team,Staff_6,480,0
CASE-11620,2025-12-09 10:08:38.205284,2025-12-09 10:52:41.382960,44.05,Medium,Intake_Team,Staff_22,180,0
CASE-11015,2025-12-09 10:10:19.154553,2025-12-09 12:05:58.105738,115.65,Medium,Approval_Board,Staff_18,180,0
CASE-10408,2025-12-09 10:38:03.391599,2025-12-09 10:54:10.516576,16.12,Simple,Intake_Team,Staff_12,60,0
CASE-11841,2025-12-09 10:51:52.316431,2025-12-09 11:32:03.844195,40.19,Medium,Review_Team,Staff_5,180,0
CASE-10733,2025-12-09 11:02:50.193116,2025-12-09 11:32:36.991635,29.78,Simple,Review_Team,Staff_10,60,0
CASE-10307,2025-12-09 11:21:55.924133,2025-12-09 11:48:35.355425,26.66,Simple,Review_Team,Staff_15,60,0
CASE-11483,2025-12-09 11:48:31.804545,2025-12-09 15:46:32.036326,238.0,Complex,Approval_Board,Staff_3,480,0
CASE-11313,2025-12-09 11:57:20.086436,2025-12-09 15:30:42.902135,213.38,Complex,Review_Team,Staff_24,480,0
CASE-10343,2025-12-09 12:27:33.322688,2025-12-09 13:31:30.831030,63.96,Medium,Intake_Team,Staff_15,180,0
CASE-10846,2025-12-09 13:16:24.992598,2025-12-09 14:25:42.236888,69.29,Medium,Approval_Board,Staff_17,180,0
CASE-11519,2025-12-09 13:58:42.228132,2025-12-09 14:25:27.989431,26.76,Simple,Audit_Section,Staff_9,60,0
CASE-10415,2025-12-09 14:36:28.526258,2025-12-09 16:11:00.497608,94.53,Medium,Audit_Section,Staff_1,180,0
CASE-10095,2025-12-09 14:51:14.515205,2025-12-09 17:05:47.489306,134.55,Medium,Intake_Team,Staff_2,180,0
CASE-10154,2025-12-09 15:13:43.878241,2025-12-09 20:52:10.261028,338.44,Complex,Intake_Team,Staff_13,480,0
CASE-11267,2025-12-09 15:37:14.613880,2025-12-10 04:07:35.988049,750.36,Critical,Review_Team,Staff_20,1440,0
CASE-10399,2025-12-09 17:05:37.682571,2025-12-09 17:45:38.258861,40.01,Simple,Intake_Team,Staff_4,60,0
CASE-10058,2025-12-09 17:51:20.736354,2025-12-10 01:40:56.968838,469.6,Critical,Audit_Section,Staff_5,1440,0
CASE-11536,2025-12-09 17:59:55.570315,2025-12-09 21:57:44.725638,237.82,Complex,Approval_Board,Staff_15,480,0
CASE-10184,2025-12-09 19:20:24.405806,2025-12-09 19:36:34.802627,16.17,Simple,Approval_Board,Staff_14,60,0
CASE-10549,2025-12-09 20:27:03.235656,2025-12-09 20:51:57.721435,24.91,Simple,Review_Team,Staff_14,60,0
CASE-11540,2025-12-09 20:31:43.931162,2025-12-09 21:18:45.724315,47.03,Medium,Review_Team,Staff_13,180,0
